I_ref,100um
0.9250260000596354,0.40586798489451664
0.8957058584174632,0.9901268689602355
0.21221488282498435,0.45745145544930965
0.03902300495119028,0.0251410976391472
0.30460040842490493,0.16420781133366233
1.0751834646435692,1.0894127905417608
1.1218921813304956,1.139364008063186
0.23320291876095114,0.2902762563966602
0.0054771743027177185,0.01889643373912798
0.18682399176381104,0.13628658752287917
0.7603187823263591,0.8247165986355148
1.1101295397486821,1.0317269361123724
0.34345653867568915,0.36853282095490875
0.03182533203723065,0.03257467466908709
0.15241938017453227,0.17155518008689005
0.8367862939922499,0.8331876995777017
1.1891335103357226,1.1596416871918696
0.30710798744170825,0.32396543460262117
0.03186451851512191,0.037707659197282035
0.18308817012028988,0.1883910310485963
0.8039351835967895,0.8036810579380892
1.1944945710571013,1.1801418571467976
0.3199826228695776,0.32784331430359737
0.00501936797704963,0.006765538334334489
0.10741914674085472,0.10802759298762518
0.9379412910588146,0.9457044229376927
1.0206408758365628,1.0055264791801215
0.40250022620395326,0.4040331114075911
0.0185305876441028,0.018638172269487913
0.09497435738289008,0.0948948024038559
0.9765137932139051,0.9928410893528057
1.0461111101298262,1.030637494561965
0.3703266371360763,0.3700034977143792
0.017868201948244705,0.01887201719388574
0.11062316483650218,0.10810466183248796
0.9714423007989342,0.9827648247892293
1.0253743063029672,1.0215495116465683
0.37224194907908165,0.3663916545087266
0.00446497670493657,0.005833764051495925
0.08643060328364102,0.08500338885627697
0.9772646015706695,0.9866751151353798
1.0193626359785388,1.0162013144921176
0.4072803246105379,0.3996610170580446
0.007580157609610958,0.008183479656694812
0.090714624421428,0.09448922234187142
0.9863546519853114,0.9979134201998779
1.028008558263709,1.0209358077193211
0.3854541439605395,0.37697344355997037
0.007053672133314645,0.007323356780250475
0.0970026949727086,0.10345567831143733
0.9851384209164926,0.9885882007659434
1.0251917070777277,1.0259454140495325
0.37761603246446507,0.3673228696450753
0.004066578850429277,0.004129834819867464
0.10001620900923384,0.10898516055305618
1.0038395473904702,1.0042356030612238
1.0132289026129562,1.0139368310017867
0.3746345721949822,0.3637097069977628
0.003997850739889097,0.004045580069932841
0.10789233339900106,0.12069924298229916
1.0071675319349134,1.006269832794885
1.0140960901386498,1.0137995433786913
0.36186046604477234,0.3503745391695766
0.004009064988135119,0.0039821913458211195
0.11329349781357478,0.12548598734664743
1.0116954976086747,1.0101967240575735
1.0184667843610642,1.0201708825856273
0.3478445956303167,0.33581192602558224
0.003872923139281785,0.004022098408115233
0.11639882615755592,0.12815562084736384
1.0195746778622587,1.0185694350008068
1.0207838212098528,1.0218154452875823
0.3316482285988571,0.3193839251108953
